track.name,name,cluster
Somebody To Love - The Voice Performance,James Wolpert,8
Reproduction,Tab Hunter,6
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,0
Close To Me (with Diplo) (feat. Swae Lee),Diplo,0
Close To Me (with Diplo) (feat. Swae Lee),Swae Lee,0
Oxygen,Dirty Heads,0
None Of My Business,Cher Lloyd,0
You Say,Lauren Daigle,7
Bad,Lennon Stella,6
I Don't Fuck With You,Big Sean,6
I Don't Fuck With You,E-40,6
Hallelujah,Pentatonix,2
Can't Help Falling In Love,Pentatonix,8
Feel It Still,Pentatonix,6
Starships,Pentatonix,0
Bohemian Rhapsody,Pentatonix,7
Take On Me,Pentatonix,7
STARGAZING,Travis Scott,7
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,0
Powerglide (feat. Juicy J) - From SR3MM,Swae Lee,0
Powerglide (feat. Juicy J) - From SR3MM,Slim Jxmmi,0
Powerglide (feat. Juicy J) - From SR3MM,Juicy J,0
Unforgettable,French Montana,6
Unforgettable,Swae Lee,6
Watch Me,Jaden,6
HOUSTONFORNICATION,Travis Scott,0
Everyday,Logic,7
Everyday,Marshmello,7
Moon Rock,Huncho Jack,6
Moon Rock,Travis Scott,6
Moon Rock,Quavo,6
"This Is Me (The Reimagined Remix) [with Keala Settle, Kesha & Missy Elliott]",Keala Settle,3
"This Is Me (The Reimagined Remix) [with Keala Settle, Kesha & Missy Elliott]",Kesha,3
"This Is Me (The Reimagined Remix) [with Keala Settle, Kesha & Missy Elliott]",Missy Elliott,3
A Million Dreams,P!nk,7
Never Enough,Kelly Clarkson,7
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,5
Rewrite The Stars (with James Arthur & Anne-Marie),Anne-Marie,5
The Greatest Show,Panic! At The Disco,0
Tightrope,Sara Bareilles,2
The Greatest Show - Bonus Track,Pentatonix,0
Walk It Talk It,Migos,6
Walk It Talk It,Drake,6
Evacuate the Dancefloor - Radio Edit,Cascada,6
Blackout Control,Spendtime Palace,7
My Humps,Black Eyed Peas,3
Potential Breakup Song,Aly & AJ,5
Мальчик сходит с ума,Olesya Bi,6
4 AM,Wulf G,5
Evermore,Dan Stevens,8
Keyhole,Niights,0
Peach Scone,Hobo Johnson,3
Escape,Holmsey,6
Escape,Rory Mckenna,6
Myself,Bazzi,0
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",Selena Gomez,3
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",Ozuna,3
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",Cardi B,3
Guys My Age,Hey Violet,0
Middle Finger,Phoebe Ryan,0
Middle Finger,Quinn XCII,0
Whistle,Haley Flake,6
Secluded,Kwesi Appiah,6
Drop,Tyler.V,0
Candyman,Christina Aguilera,3
Why Should I?,Alexi Blue,6
Harder To Breathe,Maroon 5,0
The Middle,Jimmy Eat World,7
Dynamite (feat. Pretty Sister),Nause,0
Dynamite (feat. Pretty Sister),Pretty Sister,0
Truthfully,DNCE,6
Loca (feat. El Cata),Shakira,0
Loca (feat. El Cata),El Cata,0
"thank u, next",Ariana Grande,6
Sleep Talking,Charlotte Lawrence,6
Little Girl,Faith Marie,8
Generation Why,Conan Gray,6
16 Shots,Stefflon Don,0
Bailando - English Version,Enrique Iglesias,6
Bailando - English Version,Sean Paul,6
Bailando - English Version,Descemer Bueno,6
Bailando - English Version,Gente De Zona,6
Down,Marian Hill,2
Where Is The Love?,Black Eyed Peas,6
Because of You,Kelly Clarkson,0
Womanizer,Britney Spears,6
The Tide Is High - Radio Mix,Atomic Kitten,6
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,6
Sunflower - Spider-Man: Into the Spider-Verse,Swae Lee,6
What I Wish for You,Alexi Blue,3
Guiding Light,Mumford & Sons,6
All I Think About Is You,Ansel Elgort,6
Say It Right,Nelly Furtado,6
Wicked Game,Tomer,2
Blame.,Beni Fahr,0
Say It Aga!n,Beni Fahr,8
Bloody Lies,Beni Fahr,0
"Hello, Little Girl",Johnny Depp,2
"Hello, Little Girl",Lilla Crawford,2
Yeah You,More Fatter,6
Talk,Khalid,6
Talk,Disclosure,6
7 rings,Ariana Grande,3
Hello,My Sun and Stars,6
Georgia,Adjust the Sails,2
Stray,Grace VanderWaal,2
Sucker,Jonas Brothers,0
Never Felt It,Ryan Davies,6
Cheap Thrills,The Bellas,0
Can We Dance,The Vamps,0
Just My Type - Nathan Jain Remix,The Vamps,0
Just My Type - Nathan Jain Remix,Nathan Jain,0
Run the World (Girls),Beyoncé,6
"Check Yes, Juliet",We The Kings,7
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,7
Youngblood,5 Seconds of Summer,3
Beneath Your Beautiful - The Voice Performance,Brynn Cartelli,7
"Emo Medley: Sugar, We're Going Down / The Anthem / Wake Me up When September Ends / Move Along",Anthem Lights,8
Big Girls Don't Cry,Frankie Valli & The Four Seasons,6
Bust A Move - Cover of Young MC,Glee Cast,6
"Shake Senora Remix (feat. T-Pain, Sean Paul & Ludacris)",Pitbull,3
"Shake Senora Remix (feat. T-Pain, Sean Paul & Ludacris)",T-Pain,3
"Shake Senora Remix (feat. T-Pain, Sean Paul & Ludacris)",Sean Paul,3
"Shake Senora Remix (feat. T-Pain, Sean Paul & Ludacris)",Ludacris,3
Playing Pretend,Haley Flake,2
Playing Pretend,Rennie!,2
Burnin' for You,Cameron Hobbs,6
Self Care,Mac Miller,7
M.I.L.F. $,Fergie,6
Stereo,The Jepettos,2
Stereo,New Portals,2
I Got 5 On It,Luniz,3
I Got 5 On It,Michael Marshall,3
Silly Goose,More Fatter,6
Sauce All On Me,Coca Vango,6
Cool,Jonas Brothers,6
Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack,Colin Firth,6
Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack,Pierce Brosnan,6
Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack,Stellan Skarsgård,6
Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack,Amanda Seyfried,6
Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,6
SOS - From 'Mamma Mia!' Original Motion Picture Soundtrack,Pierce Brosnan,0
SOS - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,0
Something to Talk About,Koe Wetzel,0
Kiss and Make Up,Dua Lipa,6
Kiss and Make Up,BLACKPINK,6
Falling Down - Bonus Track,Lil Peep,0
Falling Down - Bonus Track,XXXTENTACION,0
Televised,HUNNY,6
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,7
ME! (feat. Brendon Urie of Panic! At The Disco),Brendon Urie,7
Beautiful Day,My Sun and Stars,6
Not OK,Beni Fahr,0
Not OK,Chris Gallery,0
MIA (feat. Drake),Bad Bunny,0
MIA (feat. Drake),Drake,0
Slow Motion,Ryan Davies,7
Chasing Clouds,Ryan Davies,0
no tears left to cry,Ariana Grande,0
I'll Be There,Jess Glynne,6
Rise,Jonas Blue,6
Rise,Jack & Jack,6
Jackie Chan,Tiësto,0
Jackie Chan,Dzeko,0
Jackie Chan,Preme,0
Jackie Chan,Post Malone,0
Start Again (feat. Logic),OneRepublic,0
Start Again (feat. Logic),Logic,0
Addiction,Treble Soul,2
Losing Game,Treble Soul,2
When I'm Drunk,Treble Soul,7
Colder Than,Treble Soul,8
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,6
Old Town Road (feat. Billy Ray Cyrus) - Remix,Billy Ray Cyrus,6
You Don't Know Me,Jax Jones,0
You Don't Know Me,RAYE,0
Do Your Own Damn Thing,Them Fangs,6
Dreams,The Cranberries,5
Like Gold,Vance Joy,6
Iron & Steel,Quinn XCII,6
Kings of Summer - Single Version,ayokay,6
Kings of Summer - Single Version,Quinn XCII,6
Mr. Redundant,Rainbow Kitten Surprise,2
Cringe,Matt Maeson,6
Your Soul,Hippie Sabotage,8
Stung,Quinn XCII,6
Make Time,Quinn XCII,6
Alabama Pines,Jason Isbell and the 400 Unit,5
Mason-Dixon Line,Judah & the Lion,6
Let The Record Play,Moon Taxi,0
60 Seconds,Quinn XCII,6
Space (feat. Quinn XCII),Prince Fox,0
Space (feat. Quinn XCII),Quinn XCII,0
Red Hot Lights,Moon Taxi,0
Me and My Friends Are Lonely,Matt Maeson,0
HARD LOVE (feat. Lauren Daigle),NEEDTOBREATHE,0
HARD LOVE (feat. Lauren Daigle),Lauren Daigle,0
Something Beautiful,NEEDTOBREATHE,6
HAPPINESS - Acoustic,NEEDTOBREATHE,6
TESTIFY,NEEDTOBREATHE,6
Difference Maker,NEEDTOBREATHE,2
Slow Dancing in a Burning Room,John Mayer,2
Lucky,Jason Mraz,6
Lucky,Colbie Caillat,6
When A Heart Breaks,Ben Rector,6
"30,000 Feet",Ben Rector,2
When I'm With You,Ben Rector,7
Going To Mars,Judah & the Lion,0
Blame It on Me,George Ezra,6
Cringe - Stripped,Matt Maeson,2
Grave Digger,Matt Maeson,0
Good Times Roll,GRiZ,5
Good Times Roll,Big Gigantic,5
For The Love (Big Wild Remix),GRiZ,0
For The Love (Big Wild Remix),Big Wild,0
For The Love (Big Wild Remix),Talib Kweli,0
Straight Razor,Matt Maeson,7
One Black Sheep,Mat Kearney,6
Good Friend,Quinn XCII,0
Fake Denim,Quinn XCII,3
Mine,Bazzi,6
I Was Wrong,A R I Z O N A,6
bad idea,Ariana Grande,6
1 SIDED LOVE,blackbear,6
NASA,Ariana Grande,3
Wow.,Post Malone,0
Tough (feat. Noah Kahan),Quinn XCII,6
Tough (feat. Noah Kahan),Noah Kahan,6
Saturday Nights,Khalid,7
Drive,Ben Rector,6
Old Friends,Ben Rector,7
Better,Khalid,1
Turn My Swag On,Soulja Boy,0
Magic In The Hamptons (feat. Lil Yachty),Social House,6
Magic In The Hamptons (feat. Lil Yachty),Lil Yachty,6
Robbery,Juice WRLD,6
U & Us,Quinn XCII,6
Eastside (with Halsey & Khalid),benny blanco,3
Eastside (with Halsey & Khalid),Halsey,3
Eastside (with Halsey & Khalid),Khalid,3
Life Must Go On,Quinn XCII,6
Lazy Eyes,Bedon,6
Autopilot,Quinn XCII,6
Right Back,Khalid,3
Hundred,Khalid,0
Free Spirit,Khalid,0
Love Me Less (feat. Quinn XCII),MAX,0
Love Me Less (feat. Quinn XCII),Quinn XCII,0
Shut Up Kenny,Walker Hayes,6
talk is overrated,Jeremy Zucker,0
talk is overrated,blackbear,0
Up Down (Do This All Day) (feat. B.o.B),T-Pain,0
Up Down (Do This All Day) (feat. B.o.B),B.o.B,0
Loving Is Easy (feat. Benny Sings),Rex Orange County,6
Loving Is Easy (feat. Benny Sings),Benny Sings,6
LOVE. FEAT. ZACARI.,Kendrick Lamar,6
LOVE. FEAT. ZACARI.,Zacari,6
Tipsy - Club Mix,J-Kwon,3
Floats My Boat,Aer,3
1955,Hilltop Hoods,6
1955,Montaigne,6
1955,Tom Thum,6
Mo Bamba,Sheck Wes,6
Doses & Mimosas,Cherub,6
Jordan Belfort,Wes Walker,3
Jordan Belfort,Dyl,3
Wasted,Tiësto,6
Wasted,Matthew Koma,6
#thatPOWER,will.i.am,0
#thatPOWER,Justin Bieber,0
Good Feeling,Flo Rida,0
White Walls (feat. ScHoolboy Q & Hollis),Macklemore & Ryan Lewis,6
White Walls (feat. ScHoolboy Q & Hollis),Hollis,6
White Walls (feat. ScHoolboy Q & Hollis),ScHoolboy Q,6
Opposite of Adults,Chiddy Bang,6
Drank in My Cup,Kirko Bangz,3
Feelin' Myself,will.i.am,0
Feelin' Myself,Miley Cyrus,0
Feelin' Myself,French Montana,0
Feelin' Myself,Wiz Khalifa,0
Feelin' Myself,Mustard,0
Celebration,Kool & The Gang,6
Boogie Shoes - 45 Version,KC & The Sunshine Band,6
Tennessee Whiskey,Chris Stapleton,2
Bad Moon Rising,Creedence Clearwater Revival,6
Sedona,Houndmouth,7
Dreams - 2004 Remaster,Fleetwood Mac,6
Down In the DM,Yo Gotti,0
Pretty Boy Swag,Soulja Boy,6
Wedgie (feat. Trinity Taylor),Taylor Girlz,5
Wedgie (feat. Trinity Taylor),Trinity Taylor,5
Better Than New,Jeff Hodge,6
Five More Minutes,Scotty McCreery,7
Take Back Home Girl (feat. Tori Kelly),Chris Lane,7
Take Back Home Girl (feat. Tori Kelly),Tori Kelly,7
Throwback,Jeff Hodge,7
Cupid Shuffle,Cupid,3
Cha Cha Slide,Mr. C,0
There's the Door,Jeff Hodge,2
Girls Like You,Maroon 5,6
Call Me Sir (feat. Cam & Travie McCoy),Train,0
Call Me Sir (feat. Cam & Travie McCoy),Cam,0
Call Me Sir (feat. Cam & Travie McCoy),Travie McCoy,0
Duo,Ben Rector,6
Forever on Your Side (with JOHNNYSWIM),NEEDTOBREATHE,6
Forever on Your Side (with JOHNNYSWIM),Johnnyswim,6
Twenty-Somethings,Judah & the Lion,7
Right Where You Should Be (feat. Ashe & Louis Futon),Quinn XCII,6
Right Where You Should Be (feat. Ashe & Louis Futon),Ashe,6
Right Where You Should Be (feat. Ashe & Louis Futon),Louis Futon,6
Go,Cody Fry,6
Daphne Blue,The Band CAMINO,0
All We Ever Knew,The Head And The Heart,6
My Bad,Khalid,1
I Will Always Be Yours,Ben Rector,7
Werewolf (feat. Yoshi Flower),Quinn XCII,3
Werewolf (feat. Yoshi Flower),Yoshi Flower,3
Twenty One,Khalid,6
Kids,Ben Rector,6
love ride,Christian French,0
100 Bad Days,AJR,6
2 / 14,The Band CAMINO,6
My Thoughts on You,The Band CAMINO,6
The Black and White,The Band CAMINO,7
Mooky Blaylock,Bedon,6
High,HRVY,6
Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,6
Dirty Sexy Money (feat. Charli XCX & French Montana),AFROJACK,6
Dirty Sexy Money (feat. Charli XCX & French Montana),Charli XCX,6
Dirty Sexy Money (feat. Charli XCX & French Montana),French Montana,6
Nobody Compares,One Direction,6
IDGAF,Dua Lipa,6
For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,0
For You (Fifty Shades Freed) (& Rita Ora),Rita Ora,0
New Rules,Dua Lipa,0
Capital Letters,Hailee Steinfeld,6
Capital Letters,BloodPop®,6
Talk To Ya,HRVY,6
"10,000 Hours",PRETTYMUCH,3
Bedroom Floor,Liam Payne,6
All The Stars (with SZA),Kendrick Lamar,7
All The Stars (with SZA),SZA,7
Phobia,HRVY,0
Want You Back,5 Seconds of Summer,6
changes,XXXTENTACION,2
Home with You,Madison Beer,0
Why Don't We Just,Why Don't We,0
Hooked,Why Don't We,7
Finders Keepers,Mabel,0
Finders Keepers,Kojo Funds,0
Something Different,Why Don't We,0
How Long,Charlie Puth,0
Timelapse,Zach Herron,6
Eyes Closed,In Real Life,0
LAMBO,EBEN,6
Why,Zach Herron,6
Shnack,EBEN,0
Night Changes,Jonah Marais,6
The Number Song,Logan Paul,0
Secret Love Song,Lovey James,2
Secret Love Song,Daniel Seavey,2
It's Everyday Bro,Jake Paul,0
It's Everyday Bro,Team 10,0
Lost In Japan,Shawn Mendes,3
Attention,Charlie Puth,0
God is a woman,Ariana Grande,7
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,0
Back to You (feat. Bebe Rexha & Digital Farm Animals),Bebe Rexha,0
Back to You (feat. Bebe Rexha & Digital Farm Animals),Digital Farm Animals,0
The Song Of The Summer,Seven Bucks,6
The Song Of The Summer,Logan Paul,6
The Song Of The Summer,Desiigner,6
The Song Of The Summer,David Hasselhoff,6
1-800-273-8255,Logic,0
1-800-273-8255,Alessia Cara,0
1-800-273-8255,Khalid,0
Most Girls,Hailee Steinfeld,6
do re mi,blackbear,6
lovely (with Khalid),Billie Eilish,2
lovely (with Khalid),Khalid,2
Now Or Never,Halsey,0
Hard 2 Face Reality,Poo Bear,7
Hard 2 Face Reality,Justin Bieber,7
Hard 2 Face Reality,Jay Electronica,7
Just Like You,Louis Tomlinson,3
Grenade,GOAT,0
My My My!,Troye Sivan,6
Gucci Flip Flops (feat. Lil Yachty),Bhad Bhabie,3
Gucci Flip Flops (feat. Lil Yachty),Lil Yachty,3
God Only Knows,MKTO,6
Thank You,MKTO,6
Fetish (feat. Gucci Mane),Selena Gomez,6
Fetish (feat. Gucci Mane),Gucci Mane,6
Him & I (with Halsey),G-Eazy,6
Him & I (with Halsey),Halsey,6
Lucid Dreams,Juice WRLD,3
Sick Boy,The Chainsmokers,7
18,One Direction,0
Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,6
Goodbye (feat. Nicki Minaj & Willy William),David Guetta,6
Goodbye (feat. Nicki Minaj & Willy William),Nicki Minaj,6
Goodbye (feat. Nicki Minaj & Willy William),Willy William,6
Bodak Yellow,Cardi B,0
Everyday,Ariana Grande,0
Everyday,Future,0
Can't Help Me Now,Jayden Bartels,0
Nobody Gotta Know,Why Don't We,7
Taking You,Why Don't We,6
Santa Diss Track,Logan Paul,3
All My Love,Why Don't We,6
Do or Die,EBEN,6
Tonight You're Mine,EBEN,3
Pretty Girl,Maggie Lindemann,7
Crying in the Club,Camila Cabello,3
Youth (feat. Khalid),Shawn Mendes,0
Youth (feat. Khalid),Khalid,0
2U (feat. Justin Bieber),David Guetta,0
2U (feat. Justin Bieber),Justin Bieber,0
Mama,Jonas Blue,0
Mama,William Singe,0
Thoughts,Kay Cook,2
breathin,Ariana Grande,6
They Don't Know About Us,One Direction,7
Eastside (with Halsey & Khalid),benny blanco,3
Eastside (with Halsey & Khalid),Halsey,3
Eastside (with Halsey & Khalid),Khalid,3
Only You (with Little Mix),Cheat Codes,0
Only You (with Little Mix),Little Mix,0
Outta My Hair,Logan Paul,0
Help Me Help You (feat. Why Don't We),Logan Paul,3
Help Me Help You (feat. Why Don't We),Why Don't We,3
Just to See You Smile,Why Don't We,6
Heartbroken,HRVY,0
Sideways,EBEN,6
We the Party,Why Don't We,6
Free,Why Don't We,6
Tell Me,EBEN,0
Ohio Fried Chicken,Jake Paul,3
Ohio Fried Chicken,Chance Sutton,3
Ohio Fried Chicken,Anthony Trujillo,3
There For You,Erika Costell,6
That's Alright,EBEN,0
Runner,Why Don't We,0
Somebody To You,The Vamps,7
Younger,Ruel,0
Star,Bazzi,6
No Brainer,DJ Khaled,3
No Brainer,Justin Bieber,3
No Brainer,Quavo,3
No Brainer,Chance the Rapper,3
Taste (feat. Offset),Tyga,6
Taste (feat. Offset),Offset,6
I Depend on You,Why Don't We,6
La La La La (Means I Love You),HRVY,0
La La La La (Means I Love You),Stylo G,0
Would You Mind,PRETTYMUCH,0
On My Way,Why Don't We,6
Made For,Why Don't We,6
The Only One (Acoustic),Corbyn Besson,2
War Paint,Jonah Marais,6
Say Something To Me,HRVY,0
Breakaway,Daniel Seavey,0
Roll,EBEN,6
Invitation,Why Don't We,7
Marathons (Acoustic),Corbyn Besson,2
I Meant It,Jonah Marais,6
Personal - Acoustic,HRVY,6
You Make My Dreams,Daniel Seavey,6
Never Know,Why Don't We,6
When Did You Know,EBEN,7
Boomerang,Why Don't We,6
Trust Fund Baby,Why Don't We,7
Heartbreak Weather,Jonah Marais,2
New You,Jayden Bartels,0
Home,EBEN,0
Lost In You,Jai Waetford,3
One Way or Another (Teenage Kicks),One Direction,5
Words I Didn't Say,Why Don't We,8
Air of the Night (Smooth Step),Why Don't We,0
Take You Home Tonight,Jonah Marais,6
Next Ex Girlfriend (feat. The Potash Twins),Jonah Marais,7
Next Ex Girlfriend (feat. The Potash Twins),The Potash Twins,7
Yes Indeed,Lil Baby,3
Yes Indeed,Drake,3
ZEZE (feat. Travis Scott & Offset),Kodak Black,3
ZEZE (feat. Travis Scott & Offset),Offset,3
ZEZE (feat. Travis Scott & Offset),Travis Scott,3
Night Changes,One Direction,2
8 Letters,Why Don't We,2
Kissing on the Moon,Jonah Marais,6
Back To Us,EBEN,0
Some Other Place & Time,Jonah Marais,2
Talk To Ya - Acoustic,HRVY,2
Kiss You This Christmas,Why Don't We,6
Merry Little Christmas,Why Don't We,2
You and Me at Christmas,Why Don't We,3
Ruin My Life,Zara Larsson,6
Freefall,EBEN,7
M.I.A.,Why Don't We,6
Turn It Off,Why Don't We,6
Hard,Why Don't We,0
OTW,Khalid,6
OTW,6LACK,6
OTW,Ty Dolla $ign,6
Sweatshirt,Jacob Sartorius,6
Happy Now,Zedd,8
Happy Now,Elley Duhé,8
Electricity (with Dua Lipa),Silk City,6
Electricity (with Dua Lipa),Dua Lipa,6
Electricity (with Dua Lipa),Diplo,6
Electricity (with Dua Lipa),Mark Ronson,6
If I Could Fly,One Direction,2
the remedy for a broken heart (why am I so in love),XXXTENTACION,2
This Town,Niall Horan,2
Let Me,ZAYN,7
Celoso,Lele Pons,0
Worst of You,Maisie Peters,6
Understand It,Xavier Mayne,7
Understand It,GOON DES GARCONS*,7
Understand It,Jay Cooper,7
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,3
FEFE (feat. Nicki Minaj & Murda Beatz),Nicki Minaj,3
FEFE (feat. Nicki Minaj & Murda Beatz),Murda Beatz,3
In Too Deep,Why Don't We,8
Heart Attack,One Direction,6
What If (I Told You I Like You),Johnny Orlando,6
What If (I Told You I Like You),kenzie,6
Trust Fund Baby - Acoustic,Why Don't We,6
Choose,Why Don't We,5
Can’t You See,Why Don't We,8
Tell Me,Why Don't We,6
Friends,Why Don't We,0
Tattoo (How 'Bout You),In Real Life,6
"Sinner, Pt. 3",Phora,3
8 Letters - Acoustic,Why Don't We,2
Teacher,PRETTYMUCH,7
These Girls - Sagan Remix,Why Don't We,0
These Girls - Sagan Remix,Sagan,0
Something Different - Feenixpawl Remix,Why Don't We,0
Something Different - Feenixpawl Remix,Feenixpawl,0
Life Of The Party,Shawn Mendes,6
Trust Fund Baby - The White Panda Remix,Why Don't We,7
Trust Fund Baby - The White Panda Remix,White Panda,7
Holiday - Acoustic,HRVY,2
Something Different - Boehm Remix,Why Don't We,0
Something Different - Boehm Remix,Boehm,0
Beautiful (feat. Camila Cabello),Bazzi,6
Beautiful (feat. Camila Cabello),Camila Cabello,6
Hooked - Borgeous Remix,Why Don't We,6
Hooked - Borgeous Remix,Borgeous,6
I'm Not The Only One,Sam Smith,6
Something Different - B-Sights Remix,Why Don't We,6
Something Different - B-Sights Remix,B-Sights,6
Summer on You,PRETTYMUCH,6
Help Me Help You (feat. Why Don't We) (GARABATTO Remix),Logan Paul,6
Help Me Help You (feat. Why Don't We) (GARABATTO Remix),Why Don't We,6
Help Me Help You (feat. Why Don't We) (GARABATTO Remix),GARABATTO,6
Personal - PBH & Jack Shizzle Remix,HRVY,6
Personal - PBH & Jack Shizzle Remix,PBH & JACK,6
Feliz Navidad - Recorded at Spotify Studios NYC,Why Don't We,0
8 Letters - Recorded at Spotify Studios NYC,Why Don't We,2
Lucid Dreams - Recorded at Spotify Studios NYC,Why Don't We,2
8 Letters - Luca Schreiner Remix,Why Don't We,0
8 Letters - Luca Schreiner Remix,Luca Schreiner,0
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,0
Arms Around You (feat. Maluma & Swae Lee),Lil Pump,0
Arms Around You (feat. Maluma & Swae Lee),Swae Lee,0
Arms Around You (feat. Maluma & Swae Lee),Maluma,0
Without Me,Halsey,6
Personal - Sebastian Perez Remix,HRVY,6
Personal - Sebastian Perez Remix,Sebastian Perez,6
1999,Charli XCX,6
1999,Troye Sivan,6
6 Figures,Justin Roberts,3
Just A Dream,Nelly,7
Candy Shop,50 Cent,3
Candy Shop,Olivia,3
There's No Way (feat. Julia Michaels),Lauv,6
There's No Way (feat. Julia Michaels),Julia Michaels,6
"Psycho, Pt. 2",Russ,3
No Candle No Light (feat. Nicki Minaj),ZAYN,0
No Candle No Light (feat. Nicki Minaj),Nicki Minaj,0
Woman Like Me (feat. Nicki Minaj),Little Mix,0
Woman Like Me (feat. Nicki Minaj),Nicki Minaj,0
First Flight Home (Cover) - Original,Corbyn Besson,2
Forever Young,Lil Yachty,6
Forever Young,Diplo,6
XO Tour Llif3,Lil Uzi Vert,3
Sweet but Psycho,Ava Max,6
Paper Hearts,The Vamps,6
Close Friends (Lil Baby & Gunna),Lil Baby,3
Mr. Almost (feat. Shy Carter),Meghan Trainor,6
Mr. Almost (feat. Shy Carter),Shy Carter,6
Marmalade (feat. Lil Yachty),Macklemore,6
Marmalade (feat. Lil Yachty),Lil Yachty,6
Day Drunk,Morgan Evans,6
Love Someone,Lukas Graham,7
Jealous,Labrinth,8
Bye Bye,Gryffin,7
Bye Bye,Ivy Adara,7
California Dreamin,Mattybraps,6
Champagne & Sunshine,PLVTINUM,0
Champagne & Sunshine,Tarro,0
So Close,NOTD,6
So Close,Felix Jaehn,6
So Close,Captain Cuts,6
So Close,Georgia Ku,6
when the party's over,Billie Eilish,8
idontwannabeyouanymore,Billie Eilish,8
watch,Billie Eilish,7
Hit Me Back feat. Blackbear,Jacob Sartorius,6
Hit Me Back feat. Blackbear,blackbear,6
Obsessed,Maggie Lindemann,0
S.L.U.T.,Bea Miller,0
Honest,Bazzi,6
1999 - Alphalove Remix,Charli XCX,0
1999 - Alphalove Remix,Troye Sivan,0
1999 - Alphalove Remix,Alphalove,0
i miss the old u,blackbear,3
Seasons (feat. Khalid),6LACK,3
Seasons (feat. Khalid),Khalid,3
Honesty,Pink Sweat$,2
Would You,Pink Sweat$,2
medicine,Bring Me The Horizon,6
I Know You (feat. Yung Pinch),Lil Skies,6
I Know You (feat. Yung Pinch),Yung Pinch,6
Big Plans,Why Don't We,6
Chunky,Bruno Mars,7
Straight up & Down,Bruno Mars,0
Finesse,Bruno Mars,0
No Replacing You,Pink Sweat$,2
